user_id,items,created_at,updated_at
55248,"[99038, 49778, 73254, 80951, 52727]",2023-03-23 23:27:55,2024-07-23 04:39:56
55461,"[733, 80951, 47054, 66436, 53711]",2022-11-25 19:01:56,2024-09-19 03:21:37
55534,"[11361, 81082, 93200, 46875, 97648]",2024-09-27 02:53:05,2024-10-25 19:46:32
55537,"[84529, 28093, 53149, 93807, 34112]",2024-10-12 23:27:53,2024-10-31 06:41:21
55665,"[81868, 20737, 8055, 41762, 56844]",2024-05-13 19:49:46,2024-09-27 03:55:44
55764,"[97648, 62785, 19154, 26801, 28093]",2023-09-17 10:18:52,2024-01-06 07:15:08
55814,"[52835, 59830, 50644, 90326, 11888]",2024-03-18 22:30:18,2024-10-27 20:57:00
55823,"[65185, 21060, 99038, 17540, 26299]",2024-03-11 13:56:54,2024-09-22 21:25:53
55984,"[84691, 80372, 14452, 33123, 52037]",2024-02-29 22:08:31,2024-09-08 11:20:56
56070,"[99193, 31354, 56595, 92688, 44339]",2023-06-12 18:08:21,2024-08-03 09:15:55
56078,"[16292, 1715, 45767, 33819, 25123]",2024-10-07 10:47:20,2024-11-11 07:04:52
56316,"[57651, 53002, 37891, 91226, 97830]",2023-03-26 16:27:13,2024-01-04 19:40:07
56382,"[81750, 50120, 60032, 87779, 61157]",2023-02-08 16:01:48,2024-06-25 07:30:54
56385,"[68215, 1023, 57748, 29140, 33819]",2024-11-17 08:27:08,2024-11-19 18:32:48
56417,"[53149, 78127, 90187, 79414, 38693]",2023-07-14 03:19:13,2023-10-14 17:54:32
56456,"[52230, 45881, 73862, 60506, 14028]",2023-05-09 15:47:31,2024-07-03 17:58:34
56523,"[80372, 59284, 63277, 65924, 55141]",2024-01-05 01:35:05,2024-11-12 05:25:14
56539,"[29463, 50144, 93162, 68224, 92955]",2024-03-02 02:36:11,2024-08-20 10:54:04
56574,"[93635, 62216, 37140, 2410, 67927]",2024-02-22 00:42:29,2024-11-06 13:42:44
56628,"[91230, 58023, 66215, 45238, 11526]",2023-10-14 13:38:04,2023-11-18 05:55:39
56694,"[5268, 53711, 26811, 27702, 21740]",2023-03-17 18:08:23,2024-02-01 23:22:32
56766,"[98863, 53144, 82807, 7001, 21734]",2024-02-14 19:05:57,2024-05-19 20:17:58
57024,"[9497, 33851, 63837, 60923, 45006]",2023-03-11 05:35:08,2023-09-17 13:10:03
57086,"[12373, 67320, 45083, 19953, 43870]",2023-10-24 01:58:54,2024-11-19 08:09:54
57096,"[32670, 51776, 54890, 12789, 95988]",2023-06-03 20:10:38,2023-10-12 23:58:25
57251,"[93843, 87005, 15104, 26749, 9497]",2024-04-17 10:54:41,2024-08-15 11:27:50
57455,"[44256, 772, 97951, 21267, 26749]",2024-04-08 10:50:16,2024-07-20 03:34:40
57562,"[35594, 58944, 33787, 3543, 9153]",2024-09-19 11:25:35,2024-11-14 04:28:20
57574,"[17540, 28446, 11383, 97862, 32313]",2022-12-15 03:43:57,2023-06-01 17:28:57
57689,"[19546, 49212, 32023, 19168, 41767]",2023-08-10 08:25:47,2023-12-04 00:14:15
57921,"[53428, 98030, 45305, 99380, 16265]",2024-11-19 19:34:13,2024-11-21 14:17:38
58083,"[85364, 23204, 37382, 82416, 94592]",2023-08-20 19:56:55,2023-09-23 14:07:58
58237,"[52998, 2744, 75254, 48461, 97188]",2023-07-29 14:25:22,2023-08-21 22:00:52
58349,"[51336, 9188, 98549, 65052, 56595]",2022-12-14 12:39:37,2023-07-19 05:39:49
58359,"[48076, 37910, 31354, 46775, 2244]",2024-01-23 14:34:22,2024-07-24 19:32:31
58385,"[38893, 82724, 11869, 45881, 68827]",2023-04-15 11:23:30,2024-09-20 07:26:34
58387,"[32023, 4749, 74978, 40051, 65527]",2023-06-17 09:35:09,2024-07-12 15:28:10
58399,"[3047, 96812, 19719, 50229, 6962]",2023-06-13 02:25:09,2024-08-04 18:04:30
58431,"[98518, 82781, 33872, 54363, 88293]",2023-05-01 03:00:34,2023-07-27 03:27:59
58496,"[5813, 86334, 57885, 98814, 64235]",2023-06-24 12:15:45,2023-11-05 19:42:35
58534,"[68224, 22407, 78164, 73823, 24785]",2023-05-26 00:02:56,2023-12-19 06:20:55
58558,"[52379, 92840, 4226, 54890, 32217]",2024-03-06 03:50:04,2024-03-17 10:20:24
58874,"[7045, 748, 22576, 11361, 50488]",2023-02-26 16:18:36,2024-07-21 04:53:57
58935,"[80179, 8791, 33819, 16565, 7509]",2023-09-12 09:30:49,2024-07-10 14:07:15
59087,"[98999, 33752, 41592, 46885, 68603]",2024-09-02 06:43:08,2024-11-13 20:33:38
59218,"[59285, 28353, 18328, 82283, 51336]",2024-01-06 14:37:08,2024-01-14 11:02:38
59443,"[56647, 59285, 62216, 18040, 1360]",2023-04-07 06:11:56,2024-03-31 07:32:52
59454,"[35441, 8055, 58414, 740, 45482]",2024-03-26 02:11:42,2024-07-20 02:56:28
59517,"[68215, 453, 28094, 9594, 88449]",2024-02-05 10:54:23,2024-06-17 10:39:08
59541,"[84611, 9048, 48293, 14511, 63353]",2023-06-30 12:42:33,2023-07-26 10:17:03
59555,"[74978, 44487, 90352, 22220, 40115]",2024-06-13 12:23:06,2024-07-03 17:37:32
59657,"[42991, 95474, 21035, 83348, 54114]",2023-04-24 15:10:39,2023-11-10 17:29:38
59676,"[39769, 42620, 43893, 28180, 97648]",2023-06-08 16:40:36,2024-01-13 18:28:30
59686,"[34400, 10523, 34102, 62651, 50279]",2023-06-05 05:30:51,2024-05-26 18:16:11
59697,"[43870, 79239, 19424, 83358, 29158]",2023-02-26 11:59:10,2023-07-10 21:45:47
59777,"[21909, 27171, 8150, 10523, 5443]",2023-11-26 11:13:22,2024-06-24 19:42:43
59801,"[93807, 3942, 9188, 9961, 4789]",2023-12-22 17:35:24,2024-02-13 04:07:50
59878,"[5861, 87005, 90326, 16237, 15907]",2023-01-28 14:24:39,2024-07-26 20:52:40
59936,"[41201, 60644, 41806, 99038, 11888]",2023-05-13 14:42:55,2024-09-04 13:47:55
59961,"[72088, 33139, 80508, 8371, 82152]",2023-05-19 09:44:41,2023-07-19 14:27:44
60023,"[20587, 45997, 42991, 90187, 45006]",2024-06-27 20:02:55,2024-10-14 10:32:10
60164,"[81243, 10103, 46233, 88904, 57729]",2024-03-24 01:31:44,2024-10-03 00:24:25
60307,"[52572, 81750, 60515, 45305, 46023]",2024-07-29 12:14:18,2024-08-17 15:20:57
60449,"[39842, 47958, 18633, 89496, 18949]",2022-12-02 04:53:03,2023-03-20 15:04:33
60666,"[51225, 14490, 8129, 38882, 48293]",2024-02-16 17:13:45,2024-08-27 21:18:20
60672,"[54363, 96505, 69278, 4226, 56666]",2023-10-08 05:28:49,2024-06-19 21:13:38
60844,"[13193, 24090, 63407, 7045, 85899]",2024-01-06 21:02:56,2024-08-27 17:33:37
60856,"[98317, 55633, 6962, 96812, 17540]",2023-05-16 10:22:51,2024-04-18 12:46:32
60934,"[14490, 11975, 4504, 93060, 57748]",2023-05-12 18:00:49,2024-01-07 23:13:15
61269,"[15329, 62444, 8055, 26749, 55610]",2024-10-29 22:06:00,2024-11-04 13:41:34
61396,"[46718, 93626, 29230, 50107, 47453]",2024-03-04 21:42:43,2024-04-10 23:31:49
61600,"[76726, 2244, 65590, 59284, 3942]",2023-07-08 04:50:59,2023-09-15 13:56:50
61655,"[60515, 31150, 49908, 48076, 76588]",2023-05-28 05:02:48,2024-04-30 04:57:12
61672,"[58944, 77687, 58922, 16661, 34144]",2022-12-11 03:45:46,2023-04-12 21:51:04
61799,"[73683, 97188, 28215, 50047, 1087]",2024-10-29 15:35:35,2024-10-30 11:40:52
61992,"[45238, 36401, 55943, 64936, 48076]",2024-08-10 17:36:15,2024-11-06 06:02:39
62099,"[29463, 28164, 46717, 47646, 13741]",2023-02-25 16:17:20,2023-06-15 18:47:07
62211,"[76326, 11361, 89985, 12149, 18416]",2023-04-22 01:25:26,2024-05-27 22:48:16
62379,"[99250, 64647, 5639, 62303, 98030]",2023-11-10 08:27:37,2024-02-09 17:33:46
62505,"[88470, 57198, 97045, 92140, 54185]",2024-05-16 12:13:08,2024-06-03 23:23:46
62525,"[87953, 733, 83348, 52835, 44280]",2024-10-11 19:59:17,2024-10-14 06:24:00
62622,"[52379, 69592, 35441, 79335, 92646]",2023-12-30 02:13:37,2023-12-30 08:11:15
62631,"[86104, 81220, 82781, 46875, 17967]",2023-11-02 02:37:32,2024-05-09 16:04:06
62643,"[64018, 96505, 89985, 81415, 52690]",2023-12-27 22:23:37,2024-07-19 09:44:32
62705,"[48527, 83566, 85899, 36401, 92840]",2023-05-05 04:35:32,2023-05-12 21:52:29
62974,"[92646, 37495, 20641, 54638, 40869]",2024-01-03 04:03:01,2024-10-19 14:16:57
63012,"[58592, 67320, 94957, 76176, 32023]",2023-06-30 18:14:45,2023-09-03 10:21:34
63030,"[58944, 96505, 87080, 11437, 63277]",2023-08-09 16:10:53,2024-08-16 12:15:55
63080,"[91226, 93316, 81220, 21749, 76272]",2023-03-11 12:45:45,2024-10-23 01:07:17
63166,"[17631, 52727, 3830, 37252, 31076]",2023-08-29 06:09:17,2024-09-07 08:57:13
63258,"[9153, 81220, 64694, 7428, 92621]",2022-12-23 00:25:44,2023-10-14 08:20:22
63349,"[50107, 33855, 28933, 19546, 87005]",2023-08-28 13:11:53,2024-01-14 18:00:54
63365,"[98814, 48527, 38140, 67746, 36401]",2023-02-21 07:36:34,2023-09-12 14:49:25
63428,"[5813, 91699, 4779, 11064, 82944]",2024-08-30 08:32:10,2024-09-20 23:01:52
63541,"[84508, 37890, 27197, 50670, 24727]",2022-12-14 09:05:43,2024-04-30 05:46:24
63618,"[78164, 53352, 44727, 87779, 75254]",2023-01-14 13:35:00,2023-06-06 01:53:44
63787,"[73823, 91724, 35351, 88871, 16382]",2023-07-21 02:33:46,2024-03-11 07:32:56
63812,"[63993, 25082, 88401, 12668, 2244]",2024-01-17 10:26:00,2024-02-05 14:14:23
64068,"[45881, 52523, 48858, 33426, 47159]",2024-08-25 02:15:35,2024-11-19 06:05:12
64158,"[69971, 42887, 67341, 20737, 1715]",2024-05-20 00:47:10,2024-07-02 12:14:26
64242,"[87964, 26732, 54410, 33123, 59284]",2023-09-10 01:35:05,2024-04-15 09:31:32
64334,"[62651, 2545, 95669, 49212, 53711]",2024-05-02 18:48:30,2024-08-07 00:32:00
64420,"[85899, 50047, 44280, 67908, 72425]",2024-02-02 10:35:16,2024-08-27 16:19:08
64430,"[66635, 38140, 87735, 27209, 19752]",2024-11-03 20:06:12,2024-11-07 13:30:22
64432,"[99472, 27957, 59353, 74791, 21340]",2022-12-24 20:52:54,2023-09-24 17:40:20
64491,"[75452, 5934, 56647, 38891, 18095]",2024-07-21 22:04:18,2024-10-26 05:44:01
64513,"[82283, 2545, 87939, 64358, 80951]",2023-10-02 19:53:08,2024-09-15 07:05:19
64547,"[19168, 95227, 82997, 73823, 2467]",2024-06-11 04:28:03,2024-07-03 23:23:19
64644,"[34550, 12789, 25324, 33123, 46464]",2024-01-12 05:44:42,2024-04-22 02:50:38
64807,"[18095, 90419, 21340, 18416, 75254]",2023-08-12 12:34:10,2024-04-08 21:20:08
64820,"[18299, 34550, 34112, 95951, 33819]",2023-09-27 22:02:11,2024-06-27 03:40:57
65033,"[83348, 56740, 64112, 67065, 63881]",2024-01-20 20:55:01,2024-02-28 14:11:05
65225,"[24785, 18299, 46885, 39743, 12668]",2023-06-21 20:25:46,2024-03-31 17:29:08
65320,"[32003, 4352, 84611, 27581, 75758]",2024-10-18 06:07:08,2024-11-01 02:17:00
65423,"[12548, 98549, 55493, 94530, 86606]",2024-10-10 02:19:00,2024-10-28 23:52:28
65793,"[77787, 62444, 69504, 25123, 43893]",2024-02-29 00:26:17,2024-03-25 18:45:07
65896,"[70325, 52690, 81220, 86145, 12823]",2024-06-26 05:45:53,2024-10-27 14:48:54
65967,"[28708, 26617, 24924, 44256, 91998]",2023-02-21 07:17:06,2024-09-20 11:48:10
66002,"[95701, 67908, 52080, 50488, 24924]",2024-10-07 07:41:48,2024-10-24 15:14:45
66059,"[58862, 16057, 30089, 21271, 56666]",2023-05-10 04:13:55,2024-02-10 04:27:21
66112,"[7428, 20527, 64217, 29363, 61171]",2024-10-27 13:54:51,2024-11-03 12:01:59
66202,"[292, 16305, 52727, 30089, 60559]",2024-08-03 21:45:44,2024-10-11 04:03:59
66250,"[53352, 56647, 25986, 92646, 36912]",2024-11-09 12:07:28,2024-11-19 08:00:28
66361,"[8129, 50488, 27525, 23606, 50279]",2023-11-09 15:26:52,2024-10-26 04:13:45
66630,"[70608, 76778, 24724, 63489, 42620]",2024-11-22 00:15:08,2024-11-22 08:49:26
66632,"[76459, 58922, 36337, 29612, 92646]",2024-04-03 19:25:14,2024-04-30 04:28:00
66653,"[80902, 62812, 81750, 27525, 67320]",2023-02-05 16:20:55,2023-05-17 23:13:01
66656,"[93490, 17631, 35441, 57748, 19719]",2023-01-26 10:44:20,2023-05-29 22:13:21
66758,"[89211, 45305, 79335, 99122, 62444]",2022-12-20 21:16:28,2024-08-17 17:17:12
66967,"[75452, 19424, 48527, 7001, 93843]",2023-08-06 09:36:11,2023-12-22 17:33:37
67095,"[71567, 51052, 29158, 62882, 5934]",2023-05-13 12:03:20,2023-09-03 01:27:16
67466,"[80508, 15329, 74978, 62293, 89211]",2023-04-09 18:10:59,2023-07-12 12:11:56
67564,"[51162, 21749, 97010, 55903, 45006]",2023-10-27 20:00:58,2024-03-25 16:14:33
67623,"[81747, 4034, 63837, 65202, 25587]",2023-04-09 15:42:13,2024-09-27 13:22:48
67631,"[7251, 69971, 10373, 81243, 56740]",2023-01-11 16:49:12,2023-01-13 17:19:00
67977,"[93843, 74744, 93635, 71567, 26218]",2024-05-24 11:14:32,2024-08-03 07:29:17
67979,"[27957, 32135, 60849, 26299, 37361]",2023-07-30 10:19:00,2023-08-15 12:28:24
68008,"[52364, 15907, 63881, 39753, 81868]",2023-09-26 23:03:14,2024-05-18 08:09:06
68080,"[21035, 14046, 93060, 92080, 79018]",2023-09-22 15:07:40,2024-05-03 13:12:36
68081,"[60032, 45767, 99038, 5639, 24724]",2023-12-24 07:17:00,2024-06-29 15:33:31
68106,"[68603, 89985, 39538, 29612, 4373]",2023-06-01 07:16:28,2023-07-24 13:00:13
68213,"[49623, 24785, 97830, 37140, 69651]",2024-01-24 22:27:59,2024-03-12 01:19:38
68550,"[89496, 84532, 3698, 19953, 91226]",2024-11-05 11:29:56,2024-11-20 10:43:12
68580,"[53913, 6814, 37890, 17540, 14625]",2023-03-06 20:07:25,2024-07-05 23:09:11
68710,"[41767, 23606, 21460, 51225, 16237]",2023-11-24 11:01:24,2024-04-02 19:08:01
68726,"[37140, 33819, 91947, 82171, 70608]",2024-10-08 11:44:55,2024-11-02 13:15:54
69369,"[54363, 90352, 748, 96404, 40983]",2024-01-17 04:02:02,2024-05-16 04:46:43
69380,"[87080, 52230, 73862, 16236, 47939]",2024-05-28 17:47:13,2024-07-15 16:23:39
69893,"[85745, 2244, 12281, 12668, 22220]",2023-03-17 05:09:38,2024-10-11 20:08:49
69974,"[81081, 58734, 9972, 69623, 64936]",2023-12-17 16:23:31,2024-10-10 01:32:34
70000,"[901, 74791, 72983, 5443, 35594]",2023-03-30 19:14:35,2023-11-01 13:47:59
70110,"[2425, 40869, 83348, 73899, 71292]",2023-09-08 23:41:19,2024-06-20 22:46:26
70121,"[53913, 10554, 60032, 81419, 69971]",2023-01-07 10:40:58,2024-03-18 21:03:21
70217,"[27702, 37495, 91230, 80508, 21909]",2024-05-11 18:28:28,2024-07-02 19:51:36
70281,"[47578, 99523, 51052, 20603, 10103]",2023-02-01 16:32:42,2024-08-17 13:46:21
70389,"[55633, 43058, 50047, 35910, 41232]",2023-07-06 02:25:23,2024-01-25 14:33:31
70733,"[13441, 76494, 60512, 16352, 91998]",2023-07-16 04:31:43,2024-02-03 08:10:43
70858,"[55943, 46484, 97045, 52572, 28446]",2024-03-27 01:52:27,2024-09-27 04:57:46
70938,"[61829, 26801, 76326, 38928, 14452]",2023-09-11 12:33:56,2023-12-30 19:44:10
71037,"[31831, 32670, 34144, 40622, 21727]",2023-08-23 06:26:04,2024-07-04 18:46:58
71115,"[60923, 37891, 42952, 99380, 43058]",2024-10-22 12:22:39,2024-10-23 03:20:35
71328,"[41592, 43893, 9972, 29140, 15232]",2023-11-03 18:31:12,2024-03-20 14:18:44
71354,"[37252, 7428, 63231, 56666, 93626]",2024-07-15 08:37:14,2024-08-04 23:52:07
71585,"[4034, 46736, 27957, 22412, 50144]",2024-07-16 20:34:43,2024-08-28 22:05:16
71586,"[91821, 47159, 59830, 52681, 86630]",2024-02-26 23:28:01,2024-06-05 02:07:56
71659,"[36320, 22220, 57826, 60512, 45666]",2024-08-11 11:28:10,2024-10-20 10:07:19
71688,"[20297, 92621, 91205, 13441, 10597]",2023-05-27 20:03:08,2023-06-26 18:14:58
71702,"[93843, 20587, 67291, 51191, 98814]",2024-04-15 01:19:13,2024-07-02 05:03:56
71741,"[74702, 47942, 33752, 17465, 2244]",2023-10-30 17:23:53,2024-08-13 03:37:42
71805,"[80179, 63353, 52080, 66215, 66436]",2024-07-21 15:03:26,2024-08-08 11:52:08
72031,"[77526, 48076, 60558, 90419, 13741]",2023-10-25 00:26:00,2024-05-06 09:57:07
72306,"[20902, 56647, 38140, 36320, 44019]",2024-10-18 19:04:13,2024-10-30 05:36:15
72345,"[31950, 27171, 32003, 77787, 35594]",2024-01-28 05:54:03,2024-10-10 03:31:12
72422,"[45554, 31831, 16292, 15623, 95474]",2023-12-29 14:41:43,2024-08-20 04:48:41
72511,"[17633, 49946, 21340, 94849, 88293]",2022-11-27 05:00:28,2024-05-05 23:20:56
72598,"[29230, 73059, 18472, 67746, 47942]",2023-06-10 00:52:13,2024-05-19 11:20:33
72639,"[17634, 60559, 15303, 97830, 5546]",2023-03-13 13:34:45,2024-07-14 21:13:08
72751,"[69771, 38559, 33851, 60645, 8439]",2023-03-29 05:39:31,2024-05-18 18:10:54
72870,"[14969, 83358, 21749, 21271, 39842]",2023-06-05 01:16:40,2023-07-18 06:46:32
73007,"[55633, 35338, 88555, 79018, 76960]",2024-06-03 20:27:47,2024-10-23 16:08:30
73037,"[61171, 44487, 14028, 93060, 14211]",2024-07-17 19:09:36,2024-08-21 07:40:59
73056,"[52364, 27008, 76272, 26749, 2410]",2024-10-09 08:19:47,2024-10-31 00:05:12
73162,"[3732, 18633, 39769, 84691, 28137]",2023-08-14 08:19:07,2024-10-06 14:41:28
73284,"[41201, 61332, 904, 76482, 63881]",2024-09-06 22:40:36,2024-10-10 20:23:47
73296,"[89496, 48461, 72983, 453, 36401]",2023-05-15 00:42:48,2023-07-14 09:05:21
73320,"[87939, 86529, 4741, 48439, 76829]",2023-07-29 07:16:55,2024-04-01 16:26:06
73399,"[99193, 2070, 11064, 20902, 17967]",2024-03-06 17:26:14,2024-05-12 23:53:16
73402,"[61761, 54775, 87939, 91998, 81868]",2024-02-18 01:55:31,2024-04-02 13:31:30
73404,"[88401, 90653, 19546, 99038, 11437]",2024-10-17 00:54:21,2024-11-07 23:16:02
73698,"[59284, 4352, 47159, 32023, 91703]",2024-06-08 20:03:05,2024-08-19 12:37:16
73711,"[71402, 9188, 3732, 20737, 29158]",2024-06-26 09:08:32,2024-09-04 02:14:49
73724,"[27749, 11975, 86630, 32023, 740]",2023-01-13 18:26:21,2023-12-22 10:10:20
73765,"[10282, 48858, 7423, 35439, 32591]",2024-10-02 06:42:34,2024-10-06 14:14:07
73838,"[45482, 31039, 44280, 98863, 46464]",2023-06-23 11:42:24,2024-07-28 06:31:40
73860,"[41201, 62785, 82283, 20351, 97862]",2023-01-25 10:57:58,2024-10-17 02:28:51
74064,"[11371, 81747, 65602, 35439, 9594]",2023-12-27 14:59:21,2024-04-05 08:19:20
74078,"[8884, 96438, 65322, 58218, 11560]",2023-07-12 01:38:08,2024-10-24 23:50:13
74131,"[42040, 64409, 23127, 88470, 35594]",2024-09-16 06:52:51,2024-10-10 19:51:10
74242,"[56005, 94530, 29230, 81184, 37382]",2024-01-23 15:16:40,2024-04-25 18:06:32
74390,"[86145, 63933, 41232, 68224, 3732]",2024-08-10 04:30:52,2024-08-15 10:50:08
74460,"[76829, 55633, 48858, 2091, 51366]",2024-05-26 11:52:10,2024-08-03 05:32:34
74610,"[61332, 92646, 81184, 49908, 96505]",2024-10-13 00:38:25,2024-11-03 16:17:22
74739,"[91878, 197, 46566, 10373, 40622]",2024-01-05 17:53:01,2024-08-03 21:21:43
74847,"[25587, 89491, 96639, 8439, 91463]",2023-08-09 13:03:20,2023-10-05 02:26:32
74903,"[71383, 65295, 80537, 60065, 36976]",2024-06-17 05:32:25,2024-10-06 06:55:11
75123,"[53022, 4178, 79035, 91869, 92898]",2024-04-26 01:42:35,2024-07-22 08:38:58
75181,"[4789, 44280, 85186, 41806, 25986]",2023-11-06 19:40:45,2024-01-23 09:51:57
75286,"[72762, 23447, 82997, 54185, 11437]",2024-11-11 20:55:39,2024-11-18 11:30:05
75418,"[82171, 17967, 79239, 67908, 15232]",2024-03-14 16:05:49,2024-08-18 09:16:17
75451,"[15623, 10373, 97188, 50488, 73254]",2023-04-19 10:31:00,2023-08-02 15:39:41
75463,"[52054, 34750, 4749, 44731, 59830]",2022-11-30 21:29:37,2023-11-29 16:47:16
75643,"[10554, 86581, 46775, 89215, 64235]",2023-11-19 03:19:17,2023-12-26 11:50:51
75785,"[31076, 7037, 42887, 87645, 80508]",2024-09-11 16:48:42,2024-09-15 16:13:13
75822,"[82807, 8791, 56647, 47453, 77390]",2023-06-23 03:22:16,2024-08-28 01:47:38
75830,"[96012, 23127, 24724, 96184, 733]",2023-06-25 18:46:50,2024-04-04 01:18:25
75833,"[16816, 85899, 47537, 88470, 75964]",2024-10-10 03:27:09,2024-10-31 03:30:19
75849,"[96529, 90149, 64217, 47028, 79699]",2023-03-07 16:47:46,2024-03-26 19:07:14
75860,"[148, 84691, 9153, 64217, 50951]",2023-12-25 04:41:17,2024-11-11 17:00:53
75986,"[81448, 48293, 9520, 3927, 81750]",2023-06-02 14:45:14,2023-12-26 00:22:04
76025,"[90149, 8129, 44280, 84421, 31831]",2023-08-14 17:42:52,2024-04-09 17:14:08
76187,"[52037, 81755, 95821, 19832, 4504]",2023-12-27 13:29:24,2024-05-24 12:25:23
76384,"[69662, 43297, 15294, 46464, 87964]",2023-04-06 02:37:31,2023-10-06 17:42:37
76583,"[61883, 84611, 91947, 51336, 80179]",2024-08-04 11:49:43,2024-11-20 02:26:06
76708,"[52116, 53233, 26713, 54638, 1355]",2023-10-23 06:28:39,2023-11-30 11:13:44
76791,"[36337, 84695, 27659, 27957, 34030]",2023-04-26 19:03:26,2024-08-14 11:52:03
76885,"[69592, 97951, 27581, 72425, 2425]",2024-10-10 23:06:30,2024-11-15 18:37:24
77025,"[34435, 93060, 46023, 76962, 94530]",2024-07-26 04:12:15,2024-09-03 23:38:04
77093,"[63944, 69651, 20587, 75475, 32303]",2023-08-21 13:19:44,2024-06-06 10:18:24
77187,"[32303, 66215, 21271, 43162, 70608]",2023-02-20 17:47:01,2024-07-24 04:22:53
77220,"[1715, 65116, 14969, 34030, 12668]",2023-02-04 09:15:20,2024-04-07 19:38:38
77319,"[72088, 61157, 34112, 36976, 41767]",2023-05-12 23:06:25,2023-12-24 16:58:05
77409,"[18676, 47453, 37549, 47028, 27659]",2024-10-07 15:04:33,2024-11-14 23:09:56
77426,"[86171, 98518, 32023, 96438, 22853]",2022-12-22 00:26:33,2024-11-20 17:38:51
77486,"[7141, 37252, 93316, 78027, 88904]",2023-05-07 13:09:43,2024-02-29 00:18:10
77488,"[99193, 72088, 36401, 57155, 98999]",2024-09-23 12:49:30,2024-11-20 06:28:52
77516,"[28446, 77117, 50144, 62159, 901]",2023-02-07 01:57:08,2023-07-03 01:30:35
77601,"[64018, 29807, 55796, 46023, 32427]",2023-10-24 05:24:00,2024-03-26 16:25:40
77728,"[53144, 43058, 91821, 292, 12548]",2023-07-09 04:31:31,2024-03-01 21:53:48
77732,"[19424, 50951, 51846, 74369, 90187]",2023-05-10 10:10:36,2024-01-28 06:42:56
77918,"[44256, 29140, 9594, 80179, 87953]",2023-05-10 03:45:31,2023-08-08 19:49:00
77956,"[76272, 60645, 57184, 12789, 49952]",2024-03-25 09:04:54,2024-05-26 19:35:28
77958,"[36493, 60515, 86145, 66563, 32894]",2024-03-15 04:27:39,2024-09-22 16:04:47
77982,"[1360, 28164, 93809, 43058, 46023]",2023-03-05 12:52:52,2023-10-17 13:13:57
78065,"[71676, 33123, 74535, 64409, 26617]",2024-10-25 04:42:18,2024-11-08 15:26:21
78124,"[52230, 18633, 8443, 54899, 46566]",2024-04-23 19:54:23,2024-05-28 02:26:55
78280,"[50644, 3942, 57729, 47236, 27799]",2024-01-12 05:10:00,2024-01-13 03:29:05
78371,"[97147, 62293, 82997, 79699, 7423]",2024-06-10 00:26:08,2024-09-17 00:58:53
78518,"[25082, 20603, 60558, 98551, 20527]",2023-10-03 12:40:19,2024-08-30 16:47:22
78769,"[82283, 89496, 96812, 37891, 15303]",2023-01-31 11:28:51,2024-03-21 18:34:41
78830,"[90523, 5934, 94637, 3543, 22220]",2024-01-28 18:00:52,2024-07-23 19:21:46
78863,"[86606, 21857, 91463, 12548, 44576]",2023-03-23 18:45:46,2023-06-24 12:32:48
78874,"[78164, 82781, 96812, 99380, 69623]",2024-07-12 01:59:11,2024-09-16 02:24:14
78888,"[82556, 8791, 12149, 21096, 65185]",2023-12-10 06:18:52,2024-08-31 11:56:05
78949,"[44096, 82023, 97147, 98572, 21340]",2023-03-29 22:53:23,2024-08-30 09:23:58
79243,"[90352, 99250, 92646, 55731, 78500]",2023-03-21 05:41:52,2023-10-03 14:53:24
79286,"[67291, 81868, 9497, 37361, 78335]",2024-03-26 03:32:03,2024-06-02 14:04:31
79397,"[64936, 38543, 44343, 16565, 45006]",2023-05-19 18:18:00,2024-04-02 02:33:00
79618,"[46914, 37382, 11888, 91703, 93635]",2024-09-01 20:45:28,2024-10-07 08:46:48
79975,"[9480, 34144, 88871, 94637, 28137]",2023-08-01 20:46:28,2023-12-12 13:20:36
80058,"[69623, 86104, 92646, 64694, 11371]",2023-12-19 20:56:07,2024-07-27 06:17:40
80089,"[55939, 12149, 87080, 90653, 96900]",2024-09-17 15:31:06,2024-10-24 11:51:13
80121,"[24924, 97951, 37252, 75945, 44942]",2024-04-27 17:46:57,2024-11-09 00:40:15
80165,"[91699, 44343, 82781, 69651, 98317]",2023-10-20 17:17:13,2024-10-19 20:55:30
80183,"[92955, 61017, 45083, 98814, 2467]",2023-12-29 17:32:49,2024-09-18 21:22:00
80681,"[14969, 62159, 26617, 90523, 18949]",2024-01-07 17:34:12,2024-03-21 21:27:30
80690,"[37891, 82997, 77390, 48439, 11371]",2023-01-06 00:07:19,2023-06-08 15:00:33
80715,"[41806, 61951, 78164, 45554, 30586]",2024-02-24 08:06:41,2024-11-05 15:23:10
80808,"[88904, 60032, 33872, 60065, 36493]",2024-02-20 07:39:34,2024-04-08 09:51:23
80828,"[19719, 84529, 292, 16057, 12572]",2023-06-23 10:28:36,2024-08-07 03:22:31
80898,"[53352, 28180, 90463, 888, 37201]",2024-06-12 22:22:01,2024-09-21 00:28:30
81007,"[78905, 4788, 12789, 28933, 91821]",2023-05-25 16:07:15,2023-08-06 13:17:09
81114,"[41688, 81082, 28164, 61273, 74978]",2024-08-08 05:24:58,2024-08-17 12:54:50
81272,"[69651, 91699, 197, 46395, 43058]",2023-05-21 22:02:46,2024-05-09 18:45:59
81296,"[29834, 78905, 93060, 60136, 17531]",2023-04-17 10:12:23,2023-09-29 03:31:06
